"books" "school" "gender" "math" "eng"
"41" 2 "Sch2" "M" -0.0616393110842529 0.514998889327947
"42" 6 "Sch3" "M" 0.876693868288441 0.874072936350568
"43" 5 "Sch2" "M" 0.267361578090752 0.46634937636488
"44" 9 "Sch3" "M" 2.31561681448811 1.21199599926653
"45" 3 "Sch1" "F" -0.377863384069326 -1.16274430241189
"46" 1 "Sch1" "F" -0.292718260487123 -0.451727010733125
"47" 3 "Sch3" "M" 1.13398029264172 0.366201248873324
"48" 5 "Sch3" "F" -1.2172855819125 0.20725347563048
"49" 3 "Sch1" "M" 0.446661516918953 -1.32082481713006
"50" 2 "Sch2" "M" 1.22356710026531 0.460697570783989
"51" 2 "Sch1" "M" 0.207916063838508 -0.627304143699228
"52" 2 "Sch1" "F" 0.418170522472374 -0.820339259378311
"53" 0 "Sch1" "F" 0.380097365223617 -0.46587647582087
"54" 3 "Sch1" "F" -1.43047820153897 0.209328971053573
"55" 9 "Sch3" "M" 1.35562898064955 1.28506988006419
"56" 3 "Sch1" "F" 0.759074583290743 -0.944361796423605
"57" 3 "Sch3" "F" -0.425127796420743 -0.530044282573397
"58" 2 "Sch3" "M" 0.31374075091843 0.912765145386568
"59" 3 "Sch2" "M" 0.985759081710666 1.19650334714791
"60" 11 "Sch3" "M" 1.243476109714 1.45887914355435
"61" 1 "Sch1" "F" 0.0713821622048415 -0.412453803909741
"62" 3 "Sch1" "F" -1.16305673968748 -0.340097189968638
"63" 7 "Sch3" "F" -0.722212694609433 0.365660991125637
"64" 1 "Sch2" "F" -0.96203148951974 -0.0347452324936532
"65" 2 "Sch2" "F" -1.26007303872954 -0.663973108272134
"66" 6 "Sch3" "M" 0.981759573726361 1.54445880924465
"67" 1 "Sch1" "F" -1.17541321659606 -2.10524692739263
"68" 1 "Sch1" "F" -1.06864304350589 -0.698816499091033
"69" 3 "Sch3" "F" 0.829287149585931 0.66630908638773
"70" 8 "Sch3" "F" 1.09496249816023 0.891677992748436
"71" 1 "Sch1" "F" -1.59772757094813 -1.9301715520475
"72" 1 "Sch2" "F" 0.912510505568413 -1.51569757445603
"73" 8 "Sch3" "M" 1.12596331144556 0.635650522814455
"74" 3 "Sch2" "F" 0.235850736445455 0.538963670643224
"75" 9 "Sch3" "F" 0.430505896185686 1.31477665314045
"76" 2 "Sch1" "M" -0.342578674015702 -0.442448118463602
"77" 7 "Sch3" "F" -0.536299266322189 0.891937627642968
"78" 1 "Sch1" "M" -2.46624315385256 -1.43787040544028
"79" 0 "Sch2" "M" 1.26839738529489 0.885728251239194
"80" 2 "Sch1" "F" -1.83664225828208 -1.56765665884073
"81" 0 "Sch2" "F" -0.361635994430912 0.488712715807166
"82" 4 "Sch2" "F" -0.540712650142966 0.322281189114287
"83" 0 "Sch1" "F" -0.767838290504166 -0.599256976007061
"84" 10 "Sch3" "M" -1.16990252824629 0.546468031914817
"85" 3 "Sch1" "F" -1.33868413302468 -0.193941133527953
"86" 1 "Sch1" "M" -0.694897385513549 -1.2059620439748
"87" 2 "Sch3" "F" 1.06308966418567 0.413901969360899
"88" 1 "Sch1" "M" 1.0859301434756 -0.220785707874736
"89" 5 "Sch1" "M" -0.239204890549386 0.140583848105863
"90" 8 "Sch3" "M" 0.77854376491862 1.06916942904661
"91" 3 "Sch2" "F" 0.731704195756905 0.577564151313829
"92" 1 "Sch1" "F" -0.543815311959603 -1.36533199657602
"93" 7 "Sch3" "M" 2.15802439914251 1.13349248493137
"94" 2 "Sch2" "F" 0.192648891817611 -0.222090707654828
"95" 2 "Sch1" "M" 0.223707803395575 0.679760492835438
"96" 3 "Sch2" "F" 0.990670914549154 0.366788824787096
"97" 2 "Sch1" "M" -1.4098375211328 -0.988468428641498
"98" 2 "Sch1" "M" -0.682919645894354 -1.4997861461397
"99" 1 "Sch1" "F" -1.74543650821627 -1.99514761686455
"100" 1 "Sch1" "M" -1.34731982799843 -1.34912341887585
"101" 9 "Sch3" "M" 0.634200257137758 1.25973328455906
"102" 3 "Sch3" "F" 1.20216238336987 1.56860501130223
"103" 2 "Sch1" "F" 0.199190850674475 -0.915661004841007
"104" 1 "Sch2" "M" -0.958777247380692 0.686856459074752
"105" 2 "Sch2" "F" -1.30107937526549 -0.52226000637061
"106" 6 "Sch3" "M" 1.25544447393093 0.463601716159005
"107" 0 "Sch1" "M" -1.87228566697444 -0.888550042845879
"108" 1 "Sch2" "M" -1.2112589820551 -0.00847359978754486
"109" 1 "Sch2" "M" -0.213726952971041 0.577228023326313
"110" 0 "Sch1" "F" -1.12112474852551 -0.700317638779027
"111" 2 "Sch1" "F" -0.358394337641589 -0.391206278678129
"112" 5 "Sch3" "M" -0.185204744136285 0.338079885744484
"113" 4 "Sch3" "F" 0.693862933226674 0.135141288128257
"114" 8 "Sch3" "F" 1.60050654873106 0.516101648561961
"115" 6 "Sch3" "M" 1.42935766949829 0.885625035397662
"116" 3 "Sch2" "F" -1.295733544353 -0.597177064065316
"117" 3 "Sch1" "M" -0.0471088752283286 -0.236003124100332
"118" 5 "Sch3" "F" 0.866478826827758 0.570246460257802
"119" 2 "Sch1" "M" -2.34790544960671 -1.38285012130292
"120" 0 "Sch1" "M" -1.58756830469498 -1.43677497799112
"121" 12 "Sch3" "F" 1.13449218890858 1.74309214671705
"122" 9 "Sch3" "M" 0.604814500921512 0.934981317942883
"123" 7 "Sch1" "F" 0.013395283273272 0.460052590887406
"124" 1 "Sch2" "M" -0.321722781991137 -0.00319623586184287
"125" 1 "Sch2" "F" 0.900437401735266 -0.0811865779568857
"126" 7 "Sch3" "F" 1.17901067174533 1.28232701738502
"127" 0 "Sch1" "M" -1.25328307341175 -1.64552813843391
"128" 3 "Sch1" "M" 0.85085255650937 -0.381997922774523
"129" 0 "Sch2" "M" -1.27421052970547 -0.96222433122469
"130" 1 "Sch1" "M" -1.26169708630593 -1.31947606476755
"131" 5 "Sch3" "M" 0.567649416832842 0.519945790000345
"132" 1 "Sch1" "M" -0.587315625425458 -2.24628360074765
"133" 12 "Sch3" "M" 1.03260677669413 1.15564707482077
"134" 0 "Sch2" "M" -2.32263495309303 -0.515116936564143
"135" 0 "Sch2" "M" -0.316277199042607 -0.056932228890592
"136" 0 "Sch2" "F" -0.411997376662621 -0.346889601283959
"137" 2 "Sch1" "M" 0.0906139153558996 -0.407111665020307
"138" 21 "Sch3" "M" 2.07422006508314 2.73438358267559
"139" 1 "Sch2" "F" -0.636766566638071 -0.81365237032934
"140" 2 "Sch2" "F" 2.39337747904375 1.23566447045131
"141" 9 "Sch3" "F" 0.14645324826158 0.332879589101693
"142" 6 "Sch1" "F" 0.845248626973474 -0.795218700814724
"143" 1 "Sch1" "M" -1.1615292393875 -0.274122928340706
"144" 2 "Sch2" "F" -0.229612010405368 0.00410118523018371
"145" 5 "Sch2" "F" 1.40949334648635 0.616884687795961
"146" 2 "Sch2" "F" 0.622106609875707 0.339803428659881
"147" 1 "Sch1" "M" 0.164383456933775 -0.70008838882253
"148" 8 "Sch3" "M" 1.11484225469506 0.643783941601967
"149" 9 "Sch3" "M" -0.700047938944 0.848682395568209
"150" 10 "Sch3" "M" 1.16442334534877 0.0838564687839924
"151" 8 "Sch3" "M" 0.959178921087581 1.60415588645069
"152" 0 "Sch1" "M" 0.602117475233613 -0.404120215126125
"153" 4 "Sch1" "M" 0.344209277001503 0.204647327960542
"154" 2 "Sch2" "M" 0.625388940245128 -0.231926514911078
"155" 2 "Sch1" "M" -1.4992272692587 -1.66006312055306
"156" 8 "Sch3" "F" 1.40430848507602 0.834968170419166
"157" 15 "Sch3" "M" 0.553871222085591 2.29383640206793
"158" 2 "Sch3" "F" 1.87566414153852 0.319873999821614
"159" 7 "Sch3" "F" -0.787068880692344 1.17271675165025
"160" 15 "Sch3" "M" 1.41566294860977 2.75030881410633
"161" 2 "Sch2" "F" 1.19844714942422 1.2673195598144
"162" 5 "Sch3" "M" 0.0523161365892569 0.76165357638722
"163" 0 "Sch2" "M" 0.180854065022441 -0.314145583833047
"164" 0 "Sch2" "F" -0.492823874672012 -0.339944755036976
"165" 1 "Sch3" "F" 0.0487265698899914 0.0330595580233006
"166" 2 "Sch2" "M" 0.738381426771502 0.628851512761193
"167" 0 "Sch1" "M" -1.18495222382552 -2.11132354720272
"168" 1 "Sch2" "F" -0.366335151112148 -0.215292480188609
"169" 1 "Sch2" "F" 0.0792831403327763 -0.0257481989686251
"170" 4 "Sch3" "F" 0.60484056515452 0.400920570523231
"171" 7 "Sch3" "M" 0.595174619503227 1.2671470305491
"172" 2 "Sch2" "M" 0.483489175974516 -0.281791951593771
"173" 0 "Sch2" "M" 1.37685463099514 -0.28018915466463
"174" 3 "Sch1" "M" 0.211831315483988 -0.496134224023183
"175" 10 "Sch3" "F" -0.446241396147647 1.77625792270638
"176" 2 "Sch3" "M" 0.998315137187163 -0.527574604230541
"177" 1 "Sch2" "F" 0.66860616351195 -1.25992775581805
"178" 10 "Sch3" "F" 0.972299491714427 2.19573000799591
"179" 10 "Sch3" "F" 1.3074240495805 1.42727056980723
"180" 0 "Sch2" "F" 2.11275685902323 1.15235911104082
"181" 10 "Sch3" "M" 0.984968605969845 1.2453398098308
"182" 1 "Sch1" "F" -1.60617253075412 -1.68527089062608
"183" 3 "Sch1" "F" -1.92815399468438 -1.38490486977621
"184" 5 "Sch1" "M" -0.517833292474479 0.606926438983224
"185" 12 "Sch3" "F" 0.14893828791336 1.97209707375858
"186" 5 "Sch3" "M" 0.385257422308414 0.0981638205432613
"187" 1 "Sch1" "M" -0.509165493176995 -0.464288230739265
"188" 10 "Sch3" "M" 2.20747148393335 0.810879643431132
"189" 7 "Sch3" "F" -0.463235552362745 0.157643009257743
"190" 2 "Sch1" "M" 0.0166211756822638 -1.32758510404165
"191" 1 "Sch1" "F" -0.475201558855565 -0.600778819569716
"192" 6 "Sch3" "F" -0.348558784445223 0.561661663600827
"193" 0 "Sch1" "F" -1.3913761566755 -1.67263785479275
"194" 0 "Sch2" "F" -0.768787353655615 -0.818212307615073
"195" 11 "Sch3" "F" 0.348914093358615 1.78871825223823
"196" 2 "Sch2" "F" -0.562660598009673 -0.724056077051685
"197" 7 "Sch3" "F" -1.00591124120918 0.0378056855212155
"198" 3 "Sch2" "M" 0.0538052079451756 0.0736540746949164
"199" 3 "Sch3" "F" 2.30060754686383 1.44224999521012
"200" 2 "Sch1" "F" 1.04679634017878 -0.257301880388349
"201" 4 "Sch2" "M" 1.12091935292622 0.229110222755162
"202" 18 "Sch3" "F" 0.958150574317849 2.21677881783708
"203" 1 "Sch1" "M" -2.08092243353193 -1.21957614839944
"204" 1 "Sch1" "F" -1.41364305905309 -2.12714766171914
"205" 2 "Sch2" "F" -0.292958921241557 0.995408131276172
"206" 1 "Sch1" "M" -0.0510233307537228 -0.132799334030571
"207" 3 "Sch3" "M" 1.3037868745465 -0.0627437005549224
"208" 7 "Sch3" "M" -2.33769878394212 1.31857425466004
"209" 0 "Sch1" "M" -0.811031244321189 -1.80603397775184
"210" 4 "Sch2" "M" -1.09509126554829 0.0423689810221701
"211" 3 "Sch3" "F" 1.31395350506626 0.777850574597017
"212" 1 "Sch1" "M" 0.573116725718141 -0.378218441700562
"213" 2 "Sch1" "M" -0.0624570208380181 0.532009681030149
"214" 0 "Sch2" "M" 1.00519545634187 -0.362600362176426
"215" 16 "Sch3" "M" 1.69228184352487 1.81490897289334
"216" 1 "Sch2" "M" 0.870066775713645 0.122234898959631
"217" 6 "Sch3" "M" 0.807587665593432 0.233872856380832
"218" 2 "Sch2" "M" -0.136070335779307 -0.309462387317126
"219" 2 "Sch2" "M" -1.07011440566869 0.616470878805116
"220" 1 "Sch1" "F" -0.282393838644865 -0.976010735097364
"221" 13 "Sch3" "M" -0.333160923279505 1.29750546697906
"222" 2 "Sch2" "M" 0.525448383873344 1.04345907235651
"223" 2 "Sch3" "F" -0.893569177482628 -0.311499995947254
"224" 3 "Sch3" "M" 1.46363632702321 0.816390465939812
"225" 0 "Sch2" "M" -1.23954831048724 -0.300983473351809
"226" 4 "Sch2" "F" -1.17021956752872 0.730025327214574
"227" 0 "Sch1" "M" -1.33521383048261 -2.61564690737043
"228" 0 "Sch2" "F" -0.494868644687672 -0.390304926235093
"229" 3 "Sch2" "F" -0.126766717958148 -0.341563050574036
"230" 3 "Sch3" "F" -0.118119766498433 0.763581853197054
"231" 0 "Sch2" "M" 1.50338908649523 -0.250730627744099
"232" 6 "Sch1" "M" 1.04639618451998 0.20324092294311
"233" 2 "Sch2" "M" -1.44753534642933 -0.405060305569472
"234" 8 "Sch3" "M" -0.0193774573603677 2.41613238143164
"235" 5 "Sch3" "M" 0.244704174646814 1.02059597896563
"236" 0 "Sch2" "M" -1.99978070531634 -1.01995423844986
"237" 6 "Sch3" "F" -0.00887414739373737 0.901219071317948
